id,key,value,type
267103263,source,BAG,regular
267103263,bag,363100012171398,ref
267103263,building,house,regular
267103263,start_date,1005,regular
267103263,date,2014-02-11,source
267103267,source,BAG,regular
267103267,bag,363100012171451,ref
267103267,building,yes,regular
267103267,start_date,1005,regular
267103267,date,2014-02-11,source
267103270,source,BAG,regular
267103270,bag,363100012182244,ref
267103270,building,yes,regular
267103270,start_date,1900,regular
267103270,date,2014-02-11,source
267103274,source,BAG,regular
267103274,bag,363100012171311,ref
267103274,building,apartments,regular
267103274,start_date,1997,regular
267103274,date,2014-02-11,source
267103276,source,BAG,regular
267103276,bag,363100012183058,ref
267103276,building,apartments,regular
267103276,start_date,1982,regular
267103276,date,2014-02-11,source
267103280,source,BAG,regular
267103280,bag,363100012182103,ref
267103280,building,apartments,regular
267103280,start_date,1905,regular
267103280,date,2014-02-11,source
267103283,source,BAG,regular
267103283,bag,363100012171399,ref
267103283,building,apartments,regular
267103283,start_date,1005,regular
267103283,date,2014-02-11,source
267103286,source,BAG,regular
267103286,bag,363100012165017,ref
267103286,building,house,regular
267103286,start_date,1005,regular
267103286,date,2014-02-11,source
267103289,source,BAG,regular
267103289,bag,363100012178111,ref
267103289,building,apartments,regular
267103289,start_date,1005,regular
267103289,date,2014-02-11,source
267103292,source,BAG,regular
267103292,bag,363100012171712,ref
267103292,building,apartments,regular
267103292,start_date,1900,regular
267103292,date,2014-02-11,source
267103294,source,BAG,regular
267103294,bag,363100012178219,ref
267103294,building,commercial,regular
267103294,start_date,1005,regular
267103294,date,2014-02-11,source
267103298,source,BAG,regular
267103298,bag,363100012178216,ref
267103298,building,yes,regular
267103298,start_date,1005,regular
267103298,date,2014-02-11,source
267103302,source,BAG,regular
267103302,bag,363100012182506,ref
267103302,building,yes,regular
267103302,city,Amsterdam,addr
267103302,start_date,1005,regular
267103302,date,2014-02-11,source
267103305,source,BAG,regular
267103305,bag,363100012183051,ref
267103305,building,apartments,regular
267103305,start_date,1986,regular
267103305,date,2014-02-11,source
267103311,source,BAG,regular
267103311,bag,363100012182333,ref
267103311,building,yes,regular
267103311,city,Amsterdam,addr
267103311,start_date,1005,regular
267103311,date,2014-02-11,source
267103314,source,BAG,regular
267103314,bag,363100012182247,ref
267103314,building,house,regular
267103314,start_date,1005,regular
267103314,date,2014-02-11,source
267103318,source,BAG,regular
267103318,bag,363100012182085,ref
267103318,building,yes,regular
267103318,start_date,1005,regular
267103318,date,2014-02-11,source
267103322,source,BAG,regular
267103322,bag,363100012182684,ref
267103322,building,apartments,regular
267103322,start_date,1983,regular
267103322,date,2014-02-11,source
267103323,source,BAG,regular
267103323,bag,363100012171560,ref
267103323,building,industrial,regular
267103323,start_date,1005,regular
267103323,date,2014-02-11,source
267103327,source,BAG,regular
267103327,bag,363100012183060,ref
267103327,building,yes,regular
267103327,start_date,1005,regular
267103327,date,2014-02-11,source
267103329,source,BAG,regular
267103329,bag,363100012182772,ref
267103329,building,yes,regular
267103329,start_date,1900,regular
267103329,date,2014-02-11,source
267103333,source,BAG,regular
267103333,bag,363100012182503,ref
267103333,building,yes,regular
267103333,start_date,1005,regular
267103333,date,2014-02-11,source
267103336,source,BAG,regular
267103336,bag,363100012182587,ref
267103336,building,yes,regular
267103336,start_date,1005,regular
267103336,date,2014-02-11,source
267103338,source,BAG,regular
267103338,bag,363100012181812,ref
267103338,building,yes,regular
267103338,start_date,1615,regular
267103338,date,2014-02-11,source
267103340,source,BAG,regular
267103340,bag,363100012165621,ref
267103340,building,commercial,regular
267103340,start_date,1997,regular
267103340,date,2014-02-11,source
267103343,source,BAG,regular
267103343,bag,363100012178155,ref
267103343,building,yes,regular
267103343,start_date,1005,regular
267103343,date,2014-02-11,source
267103344,source,BAG,regular
267103344,bag,363100012181806,ref
267103344,building,yes,regular
267103344,start_date,1005,regular
267103344,date,2014-02-11,source
267103346,source,BAG,regular
267103346,bag,363100012171321,ref
267103346,building,apartments,regular
267103346,start_date,1905,regular
267103346,date,2014-02-11,source
267103348,source,BAG,regular
267103348,bag,363100012177720,ref
267103348,building,house,regular
267103348,start_date,1005,regular
267103348,date,2014-02-11,source
267103353,source,BAG,regular
267103353,bag,363100012182607,ref
267103353,building,house,regular
267103353,start_date,1983,regular
267103353,date,2014-02-11,source
267103357,source,BAG,regular
267103357,bag,363100012171561,ref
267103357,building,apartments,regular
267103357,start_date,1005,regular
267103357,date,2014-02-11,source
267103360,source,BAG,regular
267103360,bag,363100012182699,ref
267103360,building,yes,regular
267103360,start_date,1005,regular
267103360,date,2014-02-11,source
267103363,source,BAG,regular
267103363,bag,363100012171625,ref
267103363,building,apartments,regular
267103363,start_date,1005,regular
267103363,date,2014-02-11,source
267103366,source,BAG,regular
267103366,bag,363100012171406,ref
267103366,building,apartments,regular
267103366,start_date,1005,regular
267103366,date,2014-02-11,source
267103369,source,BAG,regular
267103369,bag,363100012182701,ref
267103369,building,apartments,regular
267103369,start_date,1905,regular
267103369,date,2014-02-11,source
267103373,source,BAG,regular
267103373,bag,363100012171485,ref
267103373,building,apartments,regular
267103373,start_date,1904,regular
267103373,date,2014-02-11,source
267103375,source,BAG,regular
267103375,bag,363100012182241,ref
267103375,building,house,regular
267103375,start_date,1005,regular
267103375,date,2014-02-11,source
267103379,source,BAG,regular
267103379,bag,363100012178117,ref
267103379,building,yes,regular
267103379,start_date,1005,regular
267103379,date,2014-02-11,source
267103382,source,BAG,regular
267103382,bag,363100012178110,ref
267103382,building,apartments,regular
267103382,start_date,1932,regular
267103382,date,2014-02-11,source
267103386,source,BAG,regular
267103386,bag,363100012165016,ref
267103386,building,commercial,regular
267103386,start_date,1005,regular
267103386,date,2014-02-11,source
267103389,source,BAG,regular
267103389,bag,363100012182976,ref
267103389,building,apartments,regular
267103389,start_date,1985,regular
267103389,date,2014-02-11,source
267103392,source,BAG,regular
267103392,bag,363100012178152,ref
267103392,building,apartments,regular
267103392,start_date,1984,regular
267103392,date,2014-02-11,source
267103395,source,BAG,regular
267103395,bag,363100012178214,ref
267103395,building,apartments,regular
267103395,start_date,1005,regular
267103395,date,2014-02-11,source
267103402,source,BAG,regular
267103402,bag,363100012182584,ref
267103402,building,yes,regular
267103402,start_date,1670,regular
267103402,date,2014-02-11,source
267103405,source,BAG,regular
267103405,bag,363100012171554,ref
267103405,building,apartments,regular
267103405,start_date,1984,regular
267103405,date,2014-02-11,source
267103408,source,BAG,regular
267103408,bag,363100012171404,ref
267103408,building,apartments,regular
267103408,start_date,1005,regular
267103408,date,2014-02-11,source
267103411,source,BAG,regular
267103411,bag,363100012181809,ref
267103411,building,apartments,regular
267103411,start_date,1889,regular
267103411,date,2014-02-11,source
267103414,source,BAG,regular
267103414,bag,363100012165622,ref
267103414,building,apartments,regular
267103414,start_date,1978,regular
267103414,date,2014-02-11,source
267103417,source,BAG,regular
267103417,bag,363100012183056,ref
267103417,building,apartments,regular
267103417,start_date,1986,regular
267103417,date,2014-02-11,source
267103419,source,BAG,regular
267103419,bag,363100012178213,ref
267103419,building,apartments,regular
267103419,start_date,1005,regular
267103419,date,2014-02-11,source
267103422,source,BAG,regular
267103422,bag,363100012171480,ref
267103422,building,apartments,regular
267103422,start_date,1985,regular
267103422,date,2014-02-11,source
267103426,source,BAG,regular
267103426,bag,363100012182300,ref
267103426,building,apartments,regular
267103426,start_date,1900,regular
267103426,date,2014-02-11,source
267103429,source,BAG,regular
267103429,bag,363100012181807,ref
267103429,building,yes,regular
267103429,start_date,1005,regular
267103429,date,2014-02-11,source
267103430,source,BAG,regular
267103430,bag,363100012171317,ref
267103430,building,apartments,regular
267103430,start_date,1005,regular
267103430,date,2014-02-11,source
267103433,source,BAG,regular
267103433,bag,363100012171626,ref
267103433,building,apartments,regular
267103433,start_date,1005,regular
267103433,date,2014-02-11,source
267103437,source,BAG,regular
267103437,bag,363100012171472,ref
267103437,building,yes,regular
267103437,start_date,1930,regular
267103437,date,2014-02-11,source
267103442,source,BAG,regular
267103442,bag,363100012182986,ref
267103442,building,apartments,regular
267103442,start_date,1978,regular
267103442,date,2014-02-11,source
267103445,source,BAG,regular
267103445,bag,363100012182987,ref
267103445,building,yes,regular
267103445,start_date,1978,regular
267103445,date,2014-02-11,source
267103448,source,BAG,regular
267103448,bag,363100012165623,ref
267103448,building,apartments,regular
267103448,start_date,1005,regular
267103448,date,2014-02-11,source
267103449,source,BAG,regular
267103449,bag,363100012182604,ref
267103449,building,apartments,regular
267103449,start_date,1978,regular
267103449,date,2014-02-11,source
267103451,source,BAG,regular
267103451,bag,363100012182988,ref
267103451,building,apartments,regular
267103451,start_date,1982,regular
267103451,date,2014-02-11,source
267103454,source,BAG,regular
267103454,bag,363100012182799,ref
267103454,building,apartments,regular
267103454,start_date,1985,regular
267103454,date,2014-02-11,source
267103457,source,BAG,regular
267103457,bag,363100012165619,ref
267103457,building,apartments,regular
267103457,start_date,1900,regular
267103457,date,2014-02-11,source
267103460,source,BAG,regular
267103460,bag,363100012182578,ref
267103460,building,apartments,regular
267103460,city,Amsterdam,addr
267103460,start_date,1900,regular
267103460,date,2014-02-11,source
267103463,source,BAG,regular
267103463,bag,363100012182683,ref
267103463,building,apartments,regular
267103463,start_date,1005,regular
267103463,date,2014-02-11,source
267103466,source,BAG,regular
267103466,bag,363100012186295,ref
267103466,building,apartments,regular
267103466,start_date,1988,regular
267103466,date,2014-02-11,source
267103469,source,BAG,regular
267103469,bag,363100012178156,ref
267103469,building,apartments,regular
267103469,start_date,1982,regular
267103469,date,2014-02-11,source
267103473,source,BAG,regular
267103473,bag,363100012183059,ref
267103473,building,apartments,regular
267103473,start_date,1900,regular
267103473,date,2014-02-11,source
267103475,source,BAG,regular
267103475,bag,363100012183061,ref
267103475,building,apartments,regular
267103475,start_date,1983,regular
267103475,date,2014-02-11,source
267103479,source,BAG,regular
267103479,bag,363100012171638,ref
267103479,building,yes,regular
267103479,city,Amsterdam,addr
267103479,start_date,1005,regular
267103479,date,2014-02-11,source
267103482,source,BAG,regular
267103482,bag,363100012171627,ref
267103482,building,apartments,regular
267103482,start_date,1983,regular
267103482,date,2014-02-11,source
267103485,source,BAG,regular
267103485,bag,363100012182614,ref
267103485,building,house,regular
267103485,start_date,1005,regular
267103485,date,2014-02-11,source
267103487,source,BAG,regular
267103487,bag,363100012182794,ref
267103487,building,yes,regular
267103487,start_date,1005,regular
267103487,date,2014-02-11,source
267103490,source,BAG,regular
267103490,bag,363100012182693,ref
267103490,building,apartments,regular
267103490,start_date,1929,regular
267103490,date,2014-02-11,source
267103492,source,BAG,regular
267103492,bag,363100012182957,ref
267103492,building,yes,regular
267103492,start_date,1005,regular
267103492,date,2014-02-11,source
267103494,source,BAG,regular
267103494,bag,363100012182243,ref
267103494,building,yes,regular
267103494,start_date,1005,regular
267103494,date,2014-02-11,source
267103496,source,BAG,regular
267103496,bag,363100012182094,ref
267103496,building,house,regular
267103496,start_date,1889,regular
267103496,date,2014-02-11,source
267103498,source,BAG,regular
267103498,bag,363100012181800,ref
267103498,building,yes,regular
267103498,start_date,1005,regular
267103498,date,2014-02-11,source
267103500,source,BAG,regular
267103500,bag,363100012182876,ref
267103500,building,apartments,regular
267103500,start_date,1005,regular
267103500,date,2014-02-11,source
267103502,source,BAG,regular
267103502,bag,363100012178144,ref
267103502,building,apartments,regular
267103502,start_date,1934,regular
267103502,date,2014-02-11,source
267103504,source,BAG,regular
267103504,bag,363100012170913,ref
267103504,building,house,regular
267103504,start_date,1005,regular
267103504,date,2014-02-11,source
267103506,source,BAG,regular
267103506,bag,363100012182100,ref
267103506,building,yes,regular
267103506,start_date,1005,regular
267103506,date,2014-02-11,source
267103509,source,BAG,regular
267103509,bag,363100012178158,ref
267103509,building,yes,regular
267103509,start_date,1005,regular
267103509,date,2014-02-11,source
267103511,source,BAG,regular
267103511,bag,363100012182705,ref
267103511,building,yes,regular
267103511,start_date,1005,regular
267103511,date,2014-02-11,source
267103513,source,BAG,regular
267103513,bag,363100012182984,ref
267103513,building,apartments,regular
267103513,start_date,1905,regular
267103513,date,2014-02-11,source
267103515,source,BAG,regular
267103515,bag,363100012182320,ref
267103515,building,yes,regular
267103515,start_date,1983,regular
267103515,date,2014-02-11,source
267103518,source,BAG,regular
267103518,bag,363100012181804,ref
267103518,building,yes,regular
267103518,start_date,1724,regular
267103518,date,2014-02-11,source
267103519,source,BAG,regular
267103519,bag,363100012182325,ref
267103519,building,yes,regular
267103519,start_date,1005,regular
267103519,date,2014-02-11,source
267103520,source,BAG,regular
267103520,bag,363100012182781,ref
267103520,building,apartments,regular
267103520,start_date,1936,regular
267103520,date,2014-02-11,source
267103521,source,BAG,regular
267103521,bag,363100012182297,ref
267103521,building,house,regular
267103521,start_date,1005,regular
267103521,date,2014-02-11,source
267103523,source,BAG,regular
267103523,bag,363100012182775,ref
267103523,building,house,regular
267103523,start_date,1933,regular
267103523,date,2014-02-11,source
267103525,source,BAG,regular
267103525,bag,363100012181814,ref
267103525,building,yes,regular
267103525,start_date,1005,regular
267103525,date,2014-02-11,source
267103527,source,BAG,regular
267103527,bag,363100012178109,ref
267103527,building,yes,regular
267103527,start_date,1005,regular
267103527,date,2014-02-11,source
267103528,source,BAG,regular
267103528,bag,363100012181802,ref
267103528,building,apartments,regular
267103528,start_date,1005,regular
267103528,date,2014-02-11,source
267103529,source,BAG,regular
267103529,bag,363100012171395,ref
267103529,building,yes,regular
267103529,start_date,1937,regular
267103529,date,2014-02-11,source
267103531,source,BAG,regular
267103531,bag,363100012182967,ref
267103531,building,house,regular
267103531,start_date,1996,regular
267103531,date,2014-02-11,source
267103533,source,BAG,regular
267103533,bag,363100012182608,ref
267103533,building,apartments,regular
267103533,start_date,1005,regular
267103533,date,2014-02-11,source
267103535,source,BAG,regular
267103535,bag,363100012182689,ref
267103535,building,apartments,regular
267103535,start_date,1005,regular
267103535,date,2014-02-11,source
267103538,source,BAG,regular
267103538,bag,363100012181816,ref
267103538,building,house,regular
267103538,start_date,1005,regular
267103538,date,2014-02-11,source
267103540,source,BAG,regular
267103540,bag,363100012171555,ref
267103540,building,apartments,regular
267103540,start_date,1905,regular
267103540,date,2014-02-11,source
267103543,source,BAG,regular
267103543,bag,363100012171385,ref
267103543,building,yes,regular
267103543,start_date,1005,regular
267103543,date,2014-02-11,source
267103545,source,BAG,regular
267103545,bag,363100012182327,ref
267103545,building,apartments,regular
267103545,start_date,1005,regular
267103545,date,2014-02-11,source
267103547,source,BAG,regular
267103547,bag,363100012182505,ref
267103547,building,yes,regular
267103547,start_date,1005,regular
267103547,date,2014-02-11,source
267103548,source,BAG,regular
267103548,bag,363100012182968,ref
267103548,building,apartments,regular
267103548,start_date,1935,regular
267103548,date,2014-02-11,source
267103549,source,BAG,regular
267103549,bag,363100012171308,ref
267103549,building,apartments,regular
267103549,start_date,1938,regular
267103549,date,2014-02-11,source
267103550,source,BAG,regular
267103550,bag,363100012182912,ref
267103550,building,house,regular
267103550,start_date,1005,regular
267103550,date,2014-02-11,source
267103552,source,BAG,regular
267103552,bag,363100012171396,ref
267103552,building,yes,regular
267103552,start_date,1937,regular
267103552,date,2014-02-11,source
267103554,source,BAG,regular
267103554,bag,363100012182784,ref
267103554,building,yes,regular
267103554,start_date,1005,regular
267103554,date,2014-02-11,source
267103556,source,BAG,regular
267103556,bag,363100012181819,ref
267103556,building,house,regular
267103556,start_date,1005,regular
267103556,date,2014-02-11,source
267103558,source,BAG,regular
267103558,bag,363100012182096,ref
267103558,building,house,regular
267103558,start_date,1005,regular
267103558,date,2014-02-11,source
267103560,source,BAG,regular
267103560,bag,363100012182081,ref
267103560,building,house,regular
267103560,start_date,1005,regular
267103560,date,2014-02-11,source
267103563,source,BAG,regular
267103563,bag,363100012182969,ref
267103563,building,house,regular
267103563,start_date,1905,regular
267103563,date,2014-02-11,source
267103565,source,BAG,regular
267103565,bag,363100012183057,ref
267103565,building,apartments,regular
267103565,start_date,1005,regular
267103565,date,2014-02-11,source
267103567,source,BAG,regular
267103567,bag,363100012178145,ref
267103567,building,apartments,regular
267103567,start_date,1932,regular
267103567,date,2014-02-11,source
267103569,source,BAG,regular
267103569,bag,363100012182961,ref
267103569,building,apartments,regular
267103569,start_date,1905,regular
267103569,date,2014-02-11,source
267103571,source,BAG,regular
267103571,bag,363100012182776,ref
267103571,building,apartments,regular
267103571,city,Amsterdam,addr
267103571,start_date,1005,regular
267103571,date,2014-02-11,source
267103573,source,BAG,regular
267103573,bag,363100012182962,ref
267103573,building,apartments,regular
267103573,start_date,1005,regular
267103573,date,2014-02-11,source
267103575,source,BAG,regular
267103575,bag,363100012182782,ref
267103575,building,house,regular
267103575,start_date,1005,regular
267103575,date,2014-02-11,source
267103581,source,BAG,regular
267103581,bag,363100012182330,ref
267103581,building,retail,regular
267103581,city,Amsterdam,addr
267103581,start_date,1985,regular
267103581,date,2014-02-11,source
267103583,source,BAG,regular
267103583,bag,363100012178115,ref
267103583,building,house,regular
267103583,start_date,1005,regular
267103583,date,2014-02-11,source
267103585,source,BAG,regular
267103585,bag,363100012171306,ref
267103585,building,apartments,regular
267103585,start_date,1935,regular
267103585,date,2014-02-11,source
267103589,city,Amsterdam,addr
267103589,building,yes,regular
267103589,bag,363100012183063,ref
267103589,source,BAG,regular
267103589,date,2014-02-11,source
267103589,start_date,1900,regular
267103592,source,BAG,regular
267103592,bag,363100012182331,ref
267103592,building,apartments,regular
267103592,start_date,1985,regular
267103592,date,2014-02-11,source
267103595,source,BAG,regular
267103595,bag,363100012178220,ref
267103595,building,apartments,regular
267103595,start_date,1995,regular
267103595,date,2014-02-11,source
267103597,source,BAG,regular
267103597,bag,363100012182686,ref
267103597,building,house,regular
267103597,start_date,1928,regular
267103597,date,2014-02-11,source
267103599,source,BAG,regular
267103599,bag,363100012182973,ref
267103599,building,yes,regular
267103599,start_date,1005,regular
267103599,date,2014-02-11,source
267103601,source,BAG,regular
267103601,bag,363100012182319,ref
267103601,building,house,regular
267103601,start_date,1005,regular
267103601,date,2014-02-11,source
267103603,source,BAG,regular
267103603,bag,363100012181813,ref
267103603,building,yes,regular
267103603,start_date,1005,regular
267103603,date,2014-02-11,source
267103605,source,BAG,regular
267103605,bag,363100012182298,ref
267103605,building,yes,regular
267103605,start_date,1005,regular
267103605,date,2014-02-11,source
267103607,source,BAG,regular
267103607,bag,363100012182087,ref
267103607,building,yes,regular
267103607,start_date,1005,regular
267103607,date,2014-02-11,source
267103610,source,BAG,regular
267103610,bag,363100012181801,ref
267103610,building,apartments,regular
267103610,start_date,1005,regular
267103610,date,2014-02-11,source
267103612,source,BAG,regular
267103612,bag,363100012182704,ref
267103612,building,apartments,regular
267103612,start_date,1005,regular
267103612,date,2014-02-11,source
267103615,source,BAG,regular
267103615,bag,363100012182788,ref
267103615,building,apartments,regular
267103615,start_date,1905,regular
267103615,date,2014-02-11,source
267103617,source,BAG,regular
267103617,bag,363100012182795,ref
267103617,building,apartments,regular
267103617,start_date,1933,regular
267103617,date,2014-02-11,source
267103619,source,BAG,regular
267103619,bag,363100012182687,ref
267103619,building,apartments,regular
267103619,start_date,1992,regular
267103619,date,2014-02-11,source
267103621,source,BAG,regular
267103621,bag,363100012178116,ref
267103621,building,house,regular
267103621,start_date,1005,regular
267103621,date,2014-02-11,source
267103623,source,BAG,regular
267103623,bag,363100012182774,ref
267103623,building,house,regular
267103623,start_date,1005,regular
267103623,date,2014-02-11,source
267103625,source,BAG,regular
267103625,bag,363100012182956,ref
267103625,building,house,regular
267103625,start_date,1985,regular
267103625,date,2014-02-11,source
267103627,source,BAG,regular
267103627,bag,363100012171309,ref
267103627,building,house,regular
267103627,start_date,1997,regular
267103627,date,2014-02-11,source
267103629,source,BAG,regular
267103629,bag,363100012171310,ref
267103629,building,apartments,regular
267103629,start_date,1932,regular
267103629,date,2014-02-11,source
267103631,source,BAG,regular
267103631,bag,363100012182685,ref
267103631,building,apartments,regular
267103631,start_date,1005,regular
267103631,date,2014-02-11,source
267103633,source,BAG,regular
267103633,bag,363100012182963,ref
267103633,building,yes,regular
267103633,start_date,1005,regular
267103633,date,2014-02-11,source
267103635,source,BAG,regular
267103635,bag,363100012182093,ref
267103635,building,apartments,regular
267103635,start_date,1005,regular
267103635,date,2014-02-11,source
267103636,source,BAG,regular
267103636,bag,363100012171394,ref
267103636,building,yes,regular
267103636,start_date,1005,regular
267103636,date,2014-02-11,source
267103638,source,BAG,regular
267103638,bag,363100012182959,ref
267103638,building,apartments,regular
267103638,start_date,1005,regular
267103638,date,2014-02-11,source
267103641,source,BAG,regular
267103641,bag,363100012171553,ref
267103641,building,house,regular
267103641,start_date,1005,regular
267103641,date,2014-02-11,source
267103643,source,BAG,regular
267103643,bag,363100012182698,ref
267103643,building,apartments,regular
267103643,start_date,1005,regular
267103643,date,2014-02-11,source
267103645,source,BAG,regular
267103645,bag,363100012171323,ref
267103645,building,house,regular
267103645,start_date,1005,regular
267103645,date,2014-02-11,source
267103647,source,BAG,regular
267103647,bag,363100012181803,ref
267103647,building,house,regular
267103647,start_date,1005,regular
267103647,date,2014-02-11,source
267103650,source,BAG,regular
267103650,bag,363100012171319,ref
267103650,building,house,regular
267103650,start_date,1005,regular
267103650,date,2014-02-11,source
267103652,source,BAG,regular
267103652,bag,363100012182329,ref
267103652,building,apartments,regular
267103652,city,Amsterdam,addr
267103652,start_date,1985,regular
267103652,date,2014-02-11,source
267103668,source,BAG,regular
267103668,bag,363100012182975,ref
267103668,building,apartments,regular
267103668,start_date,1994,regular
267103668,date,2014-02-11,source
267103671,source,BAG,regular
267103671,bag,363100012171478,ref
267103671,building,yes,regular
267103671,start_date,1005,regular
267103671,date,2014-02-11,source
267103673,source,BAG,regular
267103673,bag,363100012182511,ref
267103673,building,yes,regular
267103673,city,Amsterdam,addr
267103673,start_date,1005,regular
267103673,date,2014-02-11,source
267103675,source,BAG,regular
267103675,bag,363100012182875,ref
267103675,building,yes,regular
267103675,start_date,1005,regular
267103675,date,2014-02-11,source
267103677,source,BAG,regular
267103677,bag,363100012182246,ref
267103677,building,yes,regular
267103677,start_date,1005,regular
267103677,date,2014-02-11,source
267103679,source,BAG,regular
267103679,bag,363100012171544,ref
267103679,building,yes,regular
267103679,start_date,1931,regular
267103679,date,2014-02-11,source
267103682,source,BAG,regular
267103682,bag,363100012181818,ref
267103682,building,yes,regular
267103682,start_date,1005,regular
267103682,date,2014-02-11,source
267103684,source,BAG,regular
267103684,bag,363100012182079,ref
267103684,building,house,regular
267103684,start_date,1991,regular
267103684,date,2014-02-11,source
267103686,source,BAG,regular
267103686,bag,363100012171314,ref
267103686,building,apartments,regular
267103686,start_date,1905,regular
267103686,date,2014-02-11,source
267103688,source,BAG,regular
267103688,bag,363100012178151,ref
267103688,building,apartments,regular
267103688,start_date,1005,regular
267103688,date,2014-02-11,source
267103690,source,BAG,regular
267103690,bag,363100012178113,ref
267103690,building,apartments,regular
267103690,start_date,1005,regular
267103690,date,2014-02-11,source
267103692,source,BAG,regular
267103692,bag,363100012182778,ref
267103692,building,yes,regular
267103692,city,Amsterdam,addr
267103692,start_date,1005,regular
267103692,date,2014-02-11,source
267103694,source,BAG,regular
267103694,bag,363100012182303,ref
267103694,building,apartments,regular
267103694,start_date,1005,regular
267103694,date,2014-02-11,source
267103697,source,BAG,regular
267103697,bag,363100012182612,ref
267103697,building,apartments,regular
267103697,start_date,1005,regular
267103697,date,2014-02-11,source
267103699,source,BAG,regular
267103699,bag,363100012171552,ref
267103699,building,yes,regular
267103699,start_date,1005,regular
267103699,date,2014-02-11,source
267103700,source,BAG,regular
267103700,bag,363100012182504,ref
267103700,building,yes,regular
267103700,start_date,1005,regular
267103700,date,2014-02-11,source
267103701,source,BAG,regular
267103701,bag,363100012182089,ref
267103701,building,yes,regular
267103701,start_date,1935,regular
267103701,date,2014-02-11,source
267103702,source,BAG,regular
267103702,bag,363100012182985,ref
267103702,building,apartments,regular
267103702,start_date,1986,regular
267103702,date,2014-02-11,source
267103704,source,BAG,regular
267103704,bag,363100012171389,ref
267103704,building,yes,regular
267103704,start_date,1905,regular
267103704,date,2014-02-11,source
267103707,source,BAG,regular
267103707,bag,363100012171543,ref
267103707,building,house,regular
267103707,start_date,1963,regular
267103707,date,2014-02-11,source
267103709,source,BAG,regular
267103709,bag,363100012182609,ref
267103709,building,apartments,regular
267103709,start_date,1005,regular
267103709,date,2014-02-11,source
267103712,source,BAG,regular
267103712,bag,363100012182909,ref
267103712,building,apartments,regular
267103712,start_date,1986,regular
267103712,date,2014-02-11,source
267103714,source,BAG,regular
267103714,bag,363100012178148,ref
267103714,building,apartments,regular
267103714,start_date,1976,regular
267103714,date,2014-02-11,source
267103717,source,BAG,regular
267103717,bag,363100012182326,ref
267103717,building,apartments,regular
267103717,start_date,1005,regular
267103717,date,2014-02-11,source
267103719,source,BAG,regular
267103719,bag,363100012182785,ref
267103719,building,apartments,regular
267103719,start_date,1987,regular
267103719,date,2014-02-11,source
267103721,source,BAG,regular
267103721,bag,363100012182697,ref
267103721,building,yes,regular
267103721,start_date,1005,regular
267103721,date,2014-02-11,source
267103723,source,BAG,regular
267103723,bag,363100012182328,ref
267103723,building,yes,regular
267103723,start_date,1005,regular
267103723,date,2014-02-11,source
267103725,source,BAG,regular
267103725,bag,363100012182796,ref
267103725,building,house,regular
267103725,start_date,1983,regular
267103725,date,2014-02-11,source
267103727,source,BAG,regular
267103727,bag,363100012182616,ref
267103727,building,house,regular
267103727,start_date,1983,regular
267103727,date,2014-02-11,source
267103728,source,BAG,regular
267103728,bag,363100012182960,ref
267103728,building,apartments,regular
267103728,start_date,1005,regular
267103728,date,2014-02-11,source
267103730,source,BAG,regular
267103730,bag,363100012178112,ref
267103730,building,apartments,regular
267103730,start_date,1005,regular
267103730,date,2014-02-11,source
267103732,source,BAG,regular
267103732,bag,363100012182790,ref
267103732,building,yes,regular
267103732,start_date,1005,regular
267103732,date,2014-02-11,source
267103735,source,BAG,regular
267103735,bag,363100012182992,ref
267103735,building,house,regular
267103735,start_date,1005,regular
267103735,date,2014-02-11,source
267103737,source,BAG,regular
267103737,bag,363100012182404,ref
267103737,building,apartments,regular
267103737,start_date,1005,regular
267103737,date,2014-02-11,source
267103739,source,BAG,regular
267103739,bag,363100012182611,ref
267103739,building,apartments,regular
267103739,start_date,1005,regular
267103739,date,2014-02-11,source
267103741,source,BAG,regular
267103741,bag,363100012183055,ref
267103741,building,apartments,regular
267103741,start_date,1932,regular
267103741,date,2014-02-11,source
267103743,source,BAG,regular
267103743,bag,363100012171397,ref
267103743,building,apartments,regular
267103743,start_date,1005,regular
267103743,date,2014-02-11,source
267103745,source,BAG,regular
267103745,bag,363100012182321,ref
267103745,building,house,regular
267103745,start_date,1005,regular
267103745,date,2014-02-11,source
267103747,source,BAG,regular
267103747,bag,363100012178157,ref
267103747,building,yes,regular
267103747,start_date,1005,regular
267103747,date,2014-02-11,source
267103748,source,BAG,regular
267103748,bag,363100012182402,ref
267103748,building,apartments,regular
267103748,start_date,1005,regular
267103748,date,2014-02-11,source
267103749,source,BAG,regular
267103749,bag,363100012171551,ref
267103749,building,yes,regular
267103749,start_date,1005,regular
267103749,date,2014-02-11,source
267103751,source,BAG,regular
267103751,bag,363100012181815,ref
267103751,building,yes,regular
267103751,start_date,1005,regular
267103751,date,2014-02-11,source
267103753,source,BAG,regular
267103753,bag,363100012182779,ref
267103753,building,yes,regular
267103753,start_date,1928,regular
267103753,date,2014-02-11,source
267103755,source,BAG,regular
267103755,bag,363100012182874,ref
267103755,building,apartments,regular
267103755,start_date,1005,regular
267103755,date,2014-02-11,source
267103757,source,BAG,regular
267103757,bag,363100012171318,ref
267103757,building,house,regular
267103757,start_date,1005,regular
267103757,date,2014-02-11,source
267103760,source,BAG,regular
267103760,bag,363100012171383,ref
267103760,building,house,regular
